swap1,swap2,swap3,poolContract1,poolContract2,poolContract3,poolDirectionTrade1,poolDirectionTrade2,poolDirectionTrade3,startingAmount,acquiredCoinT1,acquiredCoinT2,acquiredCoinT3,swap1Rate,swap2Rate,swap3Rate,profitLoss,profitLossPerc,direction,tradeDesc1,tradeDesc2,tradeDesc3
BUSD,WBNB,USDT,0x58F876857a02D6762E0101bb5C46A8c1ED44Dc16,0x16b9a82891338f9bA80E2D6970FddA79D1eb0daE,0x7EFaEf62fDdCCa950418312c6C91Aef321375A00,quoteToBase,quoteToBase,baseToQuote,1000,3.1093543939630406,1000.4420931156819,1001.5510928165876,3.1093543939630406,1000.4420931156819,1001.5510928165876,1.551092816587584,0.1551092816587584,reverse,Start with BUSD of 1000. Swap at 3.1093543939630406 for WBNB acquiring 3.1093543939630406.,Swap 3.1093543939630406 of WBNB at 1000.4420931156819 for USDT acquiring 1000.4420931156819.,Swap 1000.4420931156819 of USDT at 1001.5510928165876 for BUSD acquiring 1001.5510928165876.
